Relative Unix Time, Median-Relative Request Count over 10 seconds
2540, 0.9166
2550, 0.92892
2560, 0.90299
2570, 0.90999
2580, 0.91151
2590, 0.90122
2600, 0.9147
2610, 0.90724
2620, 0.89875
2630, 0.9367
2640, 0.93599
2650, 0.89241
2660, 0.90295
2670, 0.90655
2680, 0.89561
2690, 0.91066
2700, 0.90902
2710, 0.89945
2720, 0.9229
2730, 0.91838
2740, 0.94258
2750, 0.9293
2760, 0.90427
2770, 0.91701
2780, 0.92717
2790, 0.9222
2800, 0.92687
2810, 0.93294
2820, 0.90997
2830, 0.92766
2840, 0.93414
2850, 0.94946
2860, 0.92287
2870, 0.93734
2880, 0.89782
2890, 0.91665
2900, 0.90508
2910, 0.90853
2920, 0.91445
2930, 0.91105
2940, 0.89181
2950, 0.9428
2960, 0.94152
2970, 0.90522
2980, 0.90885
2990, 0.92413
3000, 0.90311
3010, 0.90798
3020, 0.91165
3030, 0.92992
3040, 0.92311
3050, 0.94152
3060, 0.94519
3070, 0.94563
3080, 0.92272
3090, 0.91086
3100, 0.92061
3110, 0.93446
3120, 0.92226
3130, 0.93347
3140, 0.93034
3150, 0.92119
3160, 0.9257
3170, 0.95126
3180, 0.93834
3190, 0.9138
3200, 0.90902
3210, 0.90329
3220, 0.89397
3230, 0.90547
3240, 0.91537
3250, 0.90707
3260, 0.91686
3270, 0.9187
3280, 0.93633
3290, 0.91511
3300, 0.90573
3310, 0.89786
3320, 0.91535
3330, 0.92305
3340, 0.90929
3350, 0.92648
3360, 0.90938
3370, 0.91307
3380, 0.95215
3390, 0.95389
3400, 0.92306
3410, 0.93943
3420, 0.92311
3430, 0.92438
3440, 0.93638
3450, 0.92387
3460, 0.91053
3470, 0.93748
3480, 0.91578
3490, 0.93173
3500, 0.95077
3510, 0.91732
3520, 0.91084
3530, 0.92657
3540, 0.91696
3550, 0.9101
3560, 0.91779
3570, 0.9135
3580, 0.89629
3590, 0.92714
3600, 0.96481
3610, 0.93553
3620, 0.95834
3630, 0.94864
3640, 0.93967
3650, 0.94638
3660, 0.93909
3670, 0.9409
3680, 0.94804
3690, 0.94645
3700, 0.94716
3710, 0.98428
3720, 0.93873
3730, 0.93488
3740, 0.95762
3750, 0.93991
3760, 0.92803
3770, 0.93817
3780, 0.9134
3790, 0.92723
3800, 0.92218
3810, 0.94959
3820, 0.95261
3830, 0.92294
3840, 0.91663
3850, 0.91257
3860, 0.91659
3870, 0.91507
3880, 0.9178
3890, 0.90607
3900, 0.91429
3910, 0.90834
3920, 0.95885
3930, 0.95081
3940, 0.92542
3950, 0.91785
3960, 0.91737
3970, 0.91828
3980, 0.92591
3990, 0.92033
4000, 0.92837
4010, 0.93048
4020, 0.91996
4030, 0.94704
4040, 0.94821
4050, 0.91115
4060, 0.91308
4070, 0.92871
4080, 0.90303
4090, 0.91688
4100, 0.9101
4110, 0.91194
4120, 0.92155
4130, 0.92466
4140, 0.9274
4150, 0.93936
4160, 0.90394
4170, 0.90777
4180, 0.91406
4190, 0.92096
4200, 0.89866
4210, 0.91811
4220, 0.90393
4230, 0.91611
4240, 0.90621
4250, 0.95763
4260, 0.92478
4270, 0.90689
4280, 0.915
4290, 0.91627
4300, 0.91508
4310, 0.92989
4320, 0.91734
4330, 0.91052
4340, 0.91969
4350, 0.91918
4360, 0.93555
4370, 0.92224
4380, 0.90139
4390, 0.90057
4400, 0.90351
4410, 0.89518
4420, 0.90255
4430, 0.9155
4440, 0.89781
4450, 0.89214
4460, 0.92901
4470, 0.91936
4480, 0.8968
4490, 0.91286
4500, 0.89939
4510, 0.89897
4520, 0.90947
4530, 0.91681
4540, 0.91729
4550, 0.90356
4560, 0.90767
4570, 0.94194
4580, 0.93165
4590, 0.89092
4600, 0.90159
4610, 0.93273
4620, 0.90305
4630, 0.91756
4640, 0.93013
4650, 0.91255
4660, 0.90245
4670, 0.95046
4680, 0.92203
4690, 0.91973
4700, 0.91052
4710, 0.90507
4720, 0.90399
4730, 0.92221
4740, 0.89582
4750, 0.90742
4760, 0.89977
4770, 0.88042
4780, 0.9081
4790, 0.94764
4800, 0.89086
4810, 0.89837
4820, 0.9331
4830, 0.92031
4840, 0.91464
4850, 0.93252
4860, 0.92809
4870, 0.91431
4880, 0.93299
4890, 0.9498
4900, 0.93028
4910, 0.9348
4920, 0.92558
4930, 0.91529
4940, 0.9259
4950, 0.91407
4960, 0.89413
4970, 0.92568
4980, 0.90476
4990, 0.90573
5000, 0.9292
5010, 0.89827
5020, 0.89238
5030, 0.91108
5040, 0.89963
5050, 0.88593
5060, 0.90677
5070, 0.89893
5080, 0.89605
5090, 0.91497
5100, 0.92045
5110, 0.91059
5120, 0.9208
5130, 0.90143
5140, 0.90485
5150, 0.91755
5160, 0.89718
5170, 0.90124
5180, 0.90889
5190, 0.89899
5200, 0.90328
5210, 0.95254
5220, 0.93312
5230, 0.90113
5240, 0.9137
5250, 0.90748
5260, 0.88735
5270, 0.92146
5280, 0.89661
5290, 0.89697
5300, 0.90172
5310, 0.91263
5320, 0.92262
5330, 0.92334
5340, 0.89792
5350, 0.88905
5360, 0.89485
5370, 0.90062
5380, 0.89477
5390, 0.90774
5400, 0.90509
5410, 0.8884
5420, 0.93568
5430, 0.9471
5440, 0.90781
5450, 0.92505
5460, 0.90411
5470, 0.9068
5480, 0.91219
5490, 0.91023
5500, 0.89164
5510, 0.92339
5520, 0.90406
5530, 0.92238
5540, 0.9458
5550, 0.91117
5560, 0.90421
5570, 0.91533
5580, 0.90456
5590, 0.89527
5600, 0.91401
5610, 0.89814
5620, 0.89401
5630, 0.90859
5640, 0.93124
5650, 0.92059
5660, 0.90322
5670, 0.89528
5680, 0.89999
5690, 0.90814
5700, 0.90384
5710, 0.88475
5720, 0.91572
5730, 0.91249
5740, 0.89628
5750, 0.94029
5760, 0.92051
5770, 0.89768
5780, 0.91227
5790, 0.91299
5800, 0.89582
5810, 0.9138
5820, 0.90315
5830, 0.90529
5840, 0.91365
5850, 0.92152
5860, 0.91646
5870, 0.92486
5880, 0.90725
5890, 0.89702
5900, 0.90524
5910, 0.90333
5920, 0.89404
5930, 0.91155
5940, 0.90083
5950, 0.90956
5960, 0.92061
5970, 0.92373
5980, 0.9113
5990, 0.91243
6000, 0.897
6010, 0.8975
6020, 0.93513
6030, 0.93025
6040, 0.92852
6050, 0.93242
6060, 0.90319
6070, 0.94944
6080, 0.95507
6090, 0.9227
6100, 0.92093
6110, 0.93586
6120, 0.91479
6130, 0.92796
6140, 0.92098
6150, 0.91614
6160, 0.90641
6170, 0.91575
6180, 0.92496
6190, 0.92818
6200, 0.9222
6210, 0.90146
6220, 0.89936
6230, 0.90589
6240, 0.89179
6250, 0.89308
6260, 0.90484
6270, 0.89122
6280, 0.91174
6290, 0.94104
6300, 0.92066
6310, 0.90217
6320, 0.9261
6330, 0.90971
6340, 0.9117
6350, 0.92558
6360, 0.89633
6370, 0.91049
6380, 0.92661
6390, 0.91986
6400, 0.93237
6410, 0.9208
6420, 0.90665
6430, 0.90306
6440, 0.92658
6450, 0.909
6460, 0.90383
6470, 0.91624
6480, 0.91032
6490, 0.89611
6500, 0.92401
6510, 0.92628
6520, 0.90198
6530, 0.91265
6540, 0.90275
6550, 0.90262
6560, 0.91797
6570, 0.89846
6580, 0.89845
6590, 0.91641
6600, 0.907
6610, 0.92071
6620, 0.93919
6630, 0.8903
6640, 0.89957
6650, 0.91256
6660, 0.89128
6670, 0.90854
6680, 0.92074
6690, 0.90464
6700, 0.90429
6710, 0.92419
6720, 0.93165
6730, 0.93278
6740, 0.92348
6750, 0.90791
6760, 0.9139
6770, 0.91582
6780, 0.89824
6790, 0.9064
6800, 0.91204
6810, 0.89064
6820, 0.91145
6830, 0.94493
6840, 0.8973
6850, 0.90784
6860, 0.92127
6870, 0.89887
6880, 0.90434
6890, 0.90698
6900, 0.90077
6910, 0.90023
6920, 0.93458
6930, 0.93431
6940, 0.93
6950, 0.91578
6960, 0.89846
6970, 0.88951
6980, 0.91183
6990, 0.89755
7000, 0.90753
7010, 0.9126
7020, 0.90185
7030, 0.90853
7040, 0.95111
7050, 0.91423
7060, 0.8982
7070, 0.90742
7080, 0.8891
7090, 0.8925
7100, 0.8989
7110, 0.89731
7120, 0.89238
7130, 0.90966
7140, 0.90943
7150, 0.9222
7160, 0.9148
7170, 0.89649
7180, 0.89381
7190, 0.90379
7200, 0.92332
7210, 0.92023
7220, 0.95747
7230, 0.95322
7240, 0.93665
7250, 0.94588
7260, 0.95022
7270, 0.91519
7280, 0.92733
7290, 0.91214
7300, 0.92079
7310, 0.93968
7320, 0.91699
7330, 0.93132
7340, 0.92149
7350, 0.90277
7360, 0.92427
7370, 0.93903
7380, 0.88935
7390, 0.91037
7400, 0.89615
7410, 0.89039
7420, 0.90603
7430, 0.90899
7440, 0.8952
7450, 0.90345
7460, 0.90474
7470, 0.92586
7480, 0.91797
7490, 0.91755
7500, 0.90508
7510, 0.90853
7520, 0.92619
7530, 0.90694
7540, 0.89665
7550, 0.91281
7560, 0.91579
7570, 0.92643
7580, 0.94338
7590, 0.91865
7600, 0.91428
7610, 0.9306
7620, 0.91817
7630, 0.92268
7640, 0.92428
7650, 0.91175
7660, 0.90543
7670, 0.92681
7680, 0.93211
7690, 0.9426
7700, 0.90417
7710, 0.9056
7720, 0.90112
7730, 0.92151
7740, 0.90332
7750, 0.91088
7760, 0.90947
7770, 0.90304
7780, 0.90826
7790, 0.93875
7800, 0.92764
7810, 0.90946
7820, 0.92914
7830, 0.92672
7840, 0.91441
7850, 0.937
7860, 0.90746
7870, 0.91332
7880, 0.91958
7890, 0.91756
7900, 0.93925
7910, 0.95332
7920, 0.91198
7930, 0.91365
7940, 0.92395
7950, 0.91852
7960, 0.89812
7970, 0.92643
7980, 0.89266
7990, 0.89939
8000, 0.9153
8010, 0.93337
8020, 0.88735
8030, 0.91487
8040, 0.88476
8050, 0.88398
8060, 0.89571
8070, 0.8974
8080, 0.88898
8090, 0.91363
8100, 0.89553
8110, 0.92983
8120, 0.95008
8130, 0.90158
8140, 0.90554
8150, 0.91405
8160, 0.89851
8170, 0.8958
8180, 0.90605
8190, 0.89247
8200, 0.89735
8210, 0.91426
8220, 0.9271
8230, 0.93126
8240, 0.92391
8250, 0.90026
8260, 0.90969
8270, 0.92824
8280, 0.89647
8290, 0.90464
8300, 0.90631
8310, 0.89699
8320, 0.91037
8330, 0.94353
8340, 0.9153
8350, 0.91882
8360, 0.90383
8370, 0.88758
8380, 0.90496
8390, 0.92083
8400, 0.89588
8410, 0.90625
8420, 0.94795
8430, 0.94956
8440, 0.95972
8450, 0.94582
8460, 0.92903
8470, 0.92605
8480, 0.92569
8490, 0.92261
8500, 0.92381
8510, 0.93766
8520, 0.92788
8530, 0.92289
8540, 0.94992
8550, 0.9463
8560, 0.89594
8570, 0.91131
8580, 0.89732
8590, 0.89416
8600, 0.90431
8610, 0.90007
8620, 0.89204
8630, 0.91404
8640, 0.89914
8650, 0.91585
8660, 0.92262
8670, 0.89927
8680, 0.89102
8690, 0.90895
8700, 0.90234
8710, 0.89233
8720, 0.93111
8730, 0.90608
8740, 0.9109
8750, 0.92779
8760, 0.93579
8770, 0.91913
8780, 0.90773
8790, 0.89405
8800, 0.90256
8810, 0.91469
8820, 0.89426
8830, 0.90285
8840, 0.90894
8850, 0.88762
8860, 0.91566
8870, 0.93119
8880, 0.89311
8890, 0.89936
8900, 0.89868
8910, 0.88828
8920, 0.88756
8930, 0.90579
8940, 0.88538
8950, 0.8947
8960, 0.89445
8970, 0.90754
8980, 0.90371
8990, 0.89785
9000, 0.87822
9010, 0.87718
9020, 0.9127
9030, 0.90987
9040, 0.89515
9050, 0.90816
9060, 0.89556
9070, 0.90524
9080, 0.92921
9090, 0.91364
9100, 0.88851
9110, 0.91006
9120, 0.89925
9130, 0.89928
9140, 0.89402
9150, 0.8943
9160, 0.88728
9170, 0.90896
9180, 0.89317
9190, 0.9174
9200, 0.9015
9210, 0.8809
9220, 0.875
9230, 0.88845
9240, 0.88988
9250, 0.8777
9260, 0.88514
9270, 0.88803
9280, 0.88047
9290, 0.89918
9300, 0.91643
9310, 0.88198
9320, 0.90879
9330, 0.90103
9340, 0.89268
9350, 0.90071
9360, 0.90354
9370, 0.88771
9380, 0.90214
9390, 0.89166
9400, 0.9139
9410, 0.92591
9420, 0.89135
9430, 0.88671
9440, 0.90045
9450, 0.89469
9460, 0.86895
9470, 0.89808
9480, 0.88961
9490, 0.88019
9500, 0.88654
9510, 0.90871
9520, 0.90464
9530, 0.89033
9540, 0.89109
9550, 0.88032
9560, 0.89294
9570, 0.88368
9580, 0.88062
9590, 0.89551
9600, 0.87806
9610, 0.89391
9620, 0.93029
9630, 0.91586
9640, 0.91108
9650, 0.91359
9660, 0.89508
9670, 0.90469
9680, 0.91123
9690, 0.89325
9700, 0.91005
9710, 0.91662
9720, 0.92088
9730, 0.94651
9740, 0.90879
9750, 0.89582
9760, 0.8964
9770, 0.90492
9780, 0.87722
9790, 0.89226
9800, 0.90586
9810, 0.88551
9820, 0.88573
9830, 0.91917
9840, 0.9011
9850, 0.89628
9860, 0.88768
9870, 0.87606
9880, 0.88395
9890, 0.89428
9900, 0.8831
9910, 0.89987
9920, 0.90871
9930, 0.89951
9940, 0.92597
9950, 0.91368
9960, 0.89317
9970, 0.88933
9980, 0.90647
9990, 0.89256
10000, 0.90163
10010, 0.90619
10020, 0.88571
10030, 0.89612
10040, 0.91943
10050, 0.92286
10060, 0.89201
10070, 0.90981
10080, 0.88174
10090, 0.88536
10100, 0.89061
10110, 0.88191
10120, 0.88526
10130, 0.90054
10140, 0.88191
10150, 0.89359
10160, 0.89017
10170, 0.88118
10180, 0.88371
10190, 0.90547
10200, 0.87646
10210, 0.87394
10220, 0.89819
10230, 0.89133
10240, 0.89718
10250, 0.91266
10260, 0.91794
10270, 0.90874
10280, 0.89153
10290, 0.88801
10300, 0.88351
10310, 0.90236
10320, 0.89718
10330, 0.88793
10340, 0.88793
10350, 0.89638
10360, 0.89709
10370, 0.92801
10380, 0.90704
10390, 0.88097
10400, 0.88987
10410, 0.89015
10420, 0.87869
10430, 0.89644
10440, 0.88856
10450, 0.87227
10460, 0.89154
10470, 0.89927
10480, 0.90848
10490, 0.90814
10500, 0.88408
10510, 0.87697
10520, 0.89291
10530, 0.89301
10540, 0.89691
10550, 0.91385
10560, 0.88205
10570, 0.89295
10580, 0.91443
10590, 0.91152
10600, 0.89421
10610, 0.91105
10620, 0.89098
10630, 0.89661
10640, 0.90324
10650, 0.8867
10660, 0.89489
10670, 0.90694
10680, 0.87788
10690, 0.9163
10700, 0.91787
10710, 0.87783
10720, 0.88917
10730, 0.90333
10740, 0.8829
10750, 0.88986
10760, 0.89132
10770, 0.87067
10780, 0.88485
10790, 0.908
10800, 0.937
10810, 0.92676
10820, 0.94102
10830, 0.93774
10840, 0.93019
10850, 0.90884
10860, 0.90775
10870, 0.92166
10880, 0.90935
10890, 0.90585
10900, 0.92425
10910, 0.95849
10920, 0.91353
10930, 0.9112
10940, 0.91928
10950, 0.90463
10960, 0.8984
10970, 0.91381
10980, 0.8976
10990, 0.8969
11000, 0.89191
11010, 0.91984
11020, 0.91724
11030, 0.90047
11040, 0.89973
11050, 0.89754
11060, 0.89363
11070, 0.8876
11080, 0.89032
11090, 0.89678
11100, 0.8816
11110, 0.87424
11120, 0.93425
11130, 0.91834
11140, 0.89062
11150, 0.90458
11160, 0.90614
11170, 0.89274
11180, 0.90106
11190, 0.89991
11200, 0.90119
11210, 0.92207
11220, 0.91851
11230, 0.94963
11240, 0.92729
11250, 0.91355
11260, 0.89198
11270, 0.92447
11280, 0.90372
11290, 0.90468
11300, 0.91723
11310, 0.9055
11320, 0.89251
11330, 0.93644
11340, 0.93719
11350, 0.90036
11360, 0.90995
11370, 0.90671
11380, 0.89234
11390, 0.90789
11400, 0.88382
11410, 0.89032
11420, 0.91652
11430, 0.92416
11440, 0.93441
11450, 0.94507
11460, 0.90385
11470, 0.90709
11480, 0.90769
11490, 0.90917
11500, 0.89993
11510, 0.90347
11520, 0.89666
11530, 0.9081
11540, 0.91561
11550, 0.92729
11560, 0.90357
11570, 0.90757
11580, 0.89283
11590, 0.89521
11600, 0.89185
11610, 0.88877
11620, 0.89205
11630, 0.90074
11640, 0.88847
11650, 0.89738
11660, 0.92325
11670, 0.89404
11680, 0.88848
11690, 0.89537
11700, 0.89555
11710, 0.89413
11720, 0.90385
11730, 0.89247
11740, 0.90624
11750, 0.89862
11760, 0.9038
11770, 0.92988
11780, 0.88984
11790, 0.88424
11800, 0.90821
11810, 0.90416
11820, 0.88425
11830, 0.90267
11840, 0.88576
11850, 0.87191
11860, 0.89444
11870, 0.93691
11880, 0.89137
11890, 0.86422
11900, 0.85711
11910, 0.85022
11920, 0.85627
11930, 0.86184
11940, 0.7814
11950, 0.73918
11960, 0.92369
11970, 0.81787
11980, 0.88065
11990, 0.87542
12000, 0.85705
12010, 0.8636
12020, 0.87624
12030, 0.87118
12040, 0.88181
12050, 0.89965
12060, 0.87399
12070, 0.88047
12080, 0.89708
12090, 0.90084
12100, 0.89327
12110, 0.88572
12120, 0.87487
12130, 0.8815
12140, 0.87892
12150, 0.86586
12160, 0.87011
12170, 0.86463
12180, 0.86219
12190, 0.88394
12200, 0.89511
12210, 0.84936
12220, 0.85931
12230, 0.86265
12240, 0.84383
12250, 0.84328
12260, 0.84368
12270, 0.84941
12280, 0.85735
12290, 0.87747
12300, 0.88836
12310, 0.88481
12320, 0.8664
12330, 0.86755
12340, 0.8691
12350, 0.87644
12360, 0.85927
12370, 0.8713
12380, 0.87186
12390, 0.86263
12400, 0.86712
12410, 0.89239
12420, 0.8793
12430, 0.85729
12440, 0.86188
12450, 0.85027
12460, 0.8543
12470, 0.86724
12480, 0.84842
12490, 0.85219
12500, 0.85115
12510, 0.85022
12520, 0.8782
12530, 0.86986
12540, 0.84289
12550, 0.8465
12560, 0.84365
12570, 0.84316
12580, 0.84541
12590, 0.855
12600, 0.85169
12610, 0.84433
12620, 0.87469
12630, 0.89745
12640, 0.86554
12650, 0.8673
12660, 0.8494
12670, 0.85851
12680, 0.85912
12690, 0.85532
12700, 0.85904
12710, 0.86428
12720, 0.85541
12730, 0.88669
12740, 0.88787
12750, 0.84929
12760, 0.85786
12770, 0.8603
12780, 0.84543
12790, 0.84034
12800, 0.83744
12810, 0.83585
12820, 0.84263
12830, 0.84648
12840, 0.86937
12850, 0.87121
12860, 0.84198
12870, 0.84341
12880, 0.85175
12890, 0.84985
12900, 0.83686
12910, 0.85975
12920, 0.86596
12930, 0.86665
12940, 0.87011
12950, 0.87446
12960, 0.86019
12970, 0.86593
12980, 0.85116
12990, 0.85671
13000, 0.86787
13010, 0.85919
13020, 0.86107
13030, 0.87311
13040, 0.85464
13050, 0.86508
13060, 0.89295
13070, 0.8465
13080, 0.85131
13090, 0.85701
13100, 0.84603
13110, 0.83854
13120, 0.85349
13130, 0.85685
13140, 0.84538
13150, 0.85833
13160, 0.85936
13170, 0.87293
13180, 0.85314
13190, 0.84967
13200, 0.83809
13210, 0.84816
13220, 0.87946
13230, 0.87508
13240, 0.87748
13250, 0.88563
13260, 0.87835
13270, 0.89634
13280, 0.89001
13290, 0.86159
13300, 0.86866
13310, 0.88379
13320, 0.87192
13330, 0.87268
13340, 0.86573
13350, 0.85905
13360, 0.85975
13370, 0.87964
13380, 0.88008
13390, 0.86333
13400, 0.86548
13410, 0.84662
13420, 0.84992
13430, 0.86493
13440, 0.85068
13450, 0.85052
13460, 0.84716
13470, 0.84089
13480, 0.85802
13490, 0.88698
13500, 0.86159
13510, 0.85243
13520, 0.87113
13530, 0.87169
13540, 0.86269
13550, 0.88105
13560, 0.85593
13570, 0.85784
13580, 0.86657
13590, 0.87012
13600, 0.89106
13610, 0.88497
13620, 0.85885
13630, 0.85899
13640, 0.86973
13650, 0.8565
13660, 0.85151
13670, 0.8674
13680, 0.83677
13690, 0.84368
13700, 0.86992
13710, 0.87203
13720, 0.85008
13730, 0.86684
13740, 0.84197
13750, 0.83372
13760, 0.85809
13770, 0.83186
13780, 0.83808
13790, 0.85647
13800, 0.84629
13810, 0.87452
13820, 0.89316
13830, 0.84933
13840, 0.86925
13850, 0.86875
13860, 0.85815
13870, 0.85736
13880, 0.86432
13890, 0.84047
13900, 0.86054
13910, 0.88315
13920, 0.88389
13930, 0.87202
13940, 0.86554
13950, 0.84153
13960, 0.85394
13970, 0.86961
13980, 0.83757
13990, 0.86113
14000, 0.85614
14010, 0.84412
14020, 0.86677
14030, 0.8903
14040, 0.83471
14050, 0.85194
14060, 0.84195
14070, 0.82984
14080, 0.84489
14090, 0.86914
14100, 0.83937
14110, 0.84263
14120, 0.85094
14130, 0.8688
14140, 0.88117
14150, 0.87244
14160, 0.83637
14170, 0.86663
14180, 0.86218
14190, 0.85006
14200, 0.85624
14210, 0.87321
14220, 0.85548
14230, 0.85885
14240, 0.88604
14250, 0.87352
14260, 0.86354
14270, 0.86711
14280, 0.84879
14290, 0.84893
14300, 0.84832
14310, 0.84343
14320, 0.85319
14330, 0.8666
14340, 0.84845
14350, 0.87569
14360, 0.86872
14370, 0.84241
14380, 0.84882
14390, 0.85513
14400, 0.86374
14410, 0.86788
14420, 0.89102
14430, 0.87542
14440, 0.88399
14450, 0.89247
14460, 0.90875
14470, 0.88761
14480, 0.88371
14490, 0.86203
14500, 0.88934
14510, 0.89055
14520, 0.87537
14530, 0.8832
14540, 0.86916
14550, 0.85337
14560, 0.88757
14570, 0.88748
14580, 0.84251
14590, 0.8632
14600, 0.85843
14610, 0.84181
14620, 0.86694
14630, 0.86222
14640, 0.84653
14650, 0.85827
14660, 0.85402
14670, 0.8683
14680, 0.87961
14690, 0.86018
14700, 0.85094
14710, 0.85585
14720, 0.86322
14730, 0.84917
14740, 0.85832
14750, 0.85367
14760, 0.85811
14770, 0.87581
14780, 0.88375
14790, 0.86036
14800, 0.87104
14810, 0.87641
14820, 0.87328
14830, 0.88569
14840, 0.8803
14850, 0.86604
14860, 0.8735
14870, 0.87615
14880, 0.88125
14890, 0.90366
14900, 0.86803
14910, 0.85936
14920, 0.87193
14930, 0.87032
14940, 0.86997
14950, 0.86742
14960, 0.86943
14970, 0.85826
14980, 0.87643
14990, 0.88852
15000, 0.89108
15010, 0.85419
15020, 0.87752
15030, 0.87996
15040, 0.87647
15050, 0.86934
15060, 0.86567
15070, 0.87273
15080, 0.86133
15090, 0.87489
15100, 0.90596
15110, 0.88707
15120, 0.8756
15130, 0.88045
15140, 0.86532
15150, 0.86228
15160, 0.85759
15170, 0.87608
15180, 0.85668
15190, 0.86453
15200, 0.87797
15210, 0.88842
15220, 0.85563
15230, 0.86807
15240, 0.8525
15250, 0.8608
15260, 0.85909
15270, 0.85683
15280, 0.86028
15290, 0.87234
15300, 0.86185
15310, 0.89759
15320, 0.91277
15330, 0.87902
15340, 0.87706
15350, 0.87057
15360, 0.86963
15370, 0.86928
15380, 0.87658
15390, 0.86704
15400, 0.87173
15410, 0.8856
15420, 0.89548
15430, 0.88683
15440, 0.88628
15450, 0.86707
15460, 0.863
15470, 0.87178
15480, 0.86048
15490, 0.86177
15500, 0.86416
15510, 0.86435
15520, 0.88178
15530, 0.9054
15540, 0.86874
15550, 0.86427
15560, 0.85736
15570, 0.85029
15580, 0.84843
15590, 0.86741
15600, 0.8609
15610, 0.87264
